	Location	Prices_per_year (₦ or $)	Bedrooms	Baths	Toilets
328	Off Herbert Macaulay Way, Yaba Lagos	₦ 1,000,000	2.0	2.0	2.0
329	Abule Oja Abule Ijesha Yaba Lagos	₦ 550,000	1.0	0.0	1.0
330	Ebute Metta Adekunle Yaba Lagos	₦ 500,000	0.0	1.0	1.0
331	Yaba Lagos	₦ 2,000,000	3.0	3.0	4.0
332	Pedro Palmgroove Shomolu Lagos	₦ 1,200,000	1.0	1.0	2.0
333	Pedro Palmgroove Shomolu Lagos	₦ 600,000	1.0	1.0	1.0
334	Off Herbert Macaulay Way, Yaba, Lagos Yaba Lagos	₦ 1,500,000	2.0	2.0	3.0
335	Silver Creek Court Orchid Road Eleganza Bustop Lekki Lagos Lekki Phase 2 Lekki Lagos	₦ 450,000	0.0	1.0	1.0
336	Onike Yaba Lagos	₦ 500,000	0.0	0.0	0.0
337	Yaba Lagos	₦ 300,000	0.0	0.0	0.0
338	Osapa London Lekki Lagos	₦ 3,500,000	1.0	1.0	2.0
339	Ikate Lekki Lagos	₦ 3,500,000	2.0	2.0	3.0
340	Jibowu Yaba Lagos	₦ 450,000	1.0	1.0	1.0
341	Ikota Lekki Lagos	₦ 3,500,000	3.0	3.0	0.0
342	Ologolo Lekki Lagos	₦ 3,000,000	3.0	3.0	0.0
343	Victoria Bay Estate Orchid Road Eleganza Bus Stop, Phase 2 Lekki Lagos	₦ 950,000	0.0	1.0	1.0
344	Orchid Road Eleganza Bustop Lekki Lagos Lekki Phase 2 Lekki Lagos	₦ 950,000	0.0	1.0	1.0
345	Metroloft Court Orchid Road Eleganza Bustop Lekki Phase 2 Lekki Lagos	₦ 850,000	0.0	1.0	1.0
346	Orchid Before Round About Lekki Lagos	₦ 1,100,000	0.0	0.0	0.0
347	Victoria Island Lagos	₦ 25,000,000	2.0	2.0	0.0
348	Chevy View Chevron Lekki Lagos	₦ 2,000,000	0.0	0.0	0.0
349	Chevy View Estate, Lekki Lagos	₦ 1,400,000	0.0	0.0	0.0
350	Waec, Jibowu Yaba Lagos	₦ 600,000	0.0	1.0	1.0
351	Abule Oja Abule Ijesha Yaba Lagos	₦ 600,000	0.0	1.0	1.0
352	Abule Ijesha Abule Oja Yaba Lagos	₦ 600,000	0.0	1.0	1.0
353	Abule Ijesha Abule Oja Yaba Lagos	₦ 600,000	0.0	1.0	1.0
354	Abule Ijesha Yaba Lagos	₦ 500,000	0.0	0.0	0.0
355	Onipanu Shomolu Shomolu Lagos	₦ 600,000			
356	Jibowu Yaba Lagos	₦ 600,000	0.0	0.0	0.0
357	Victoria Bay Estate Orchid Lekki Lagos	₦ 1,800,000	1.0	1.0	1.0
358	Yaba, Lagos. Yaba Lagos	₦ 650,000	0.0	0.0	0.0
359	Alagomeji Yaba Lagos	₦ 1,700,000	2.0	2.0	3.0
360	Yaba Lagos	₦ 450,000	0.0	0.0	0.0
361	Bariga Shomolu Lagos	₦ 500,000	1.0	1.0	1.0
362	Idado Estate Igbo Efon Bustop Lekki Lagos	₦ 3,000,000	3.0	3.0	4.0
363	Ilaje Bariga Shomolu Lagos	₦ 550,000	0.0	1.0	1.0
364	Adeola Odeku Victoria Island Lagos	₦ 17,000,000	3.0	3.0	3.0
365	Ilaje, Bariga Shomolu Lagos	₦ 550,000	0.0	1.0	1.0
366	Palmgroove Shomolu Lagos	₦ 500,000	0.0	0.0	0.0
367	Ilaje Bariga Shomolu Lagos	₦ 550,000	1.0	1.0	1.0
368	Oyadiran Estate Sabo Yaba Lagos	₦ 2,000,000	3.0	3.0	3.0
369	Fadeyi Jibowu Yaba Lagos	₦ 350,000	0.0	0.0	0.0
370	Chevron Lekki Lagos	₦ 3,700,000	2.0	0.0	3.0
371	Pedro Palmgroove Shomolu Lagos	₦ 1,800,000	3.0	2.0	3.0
372	Adegbose Estate, Olu Odo, Ikorodu Lagos	₦ 800,000		3.0	3.0
373	Adekunle Ebute Metta Yaba Lagos	₦ 1,200,000	1.0	1.0	2.0
374	Royal Pine Estate Orchid Lekki Lagos	₦ 800,000	1.0	1.0	1.0
375	Yaba Lagos	₦ 1,800,000	3.0	3.0	3.0
376	Off Herbert Macaulay Way, Yaba, Lagos. Yaba Lagos	₦ 1,100,000	1.0	1.0	2.0
377	Alagomeji Yaba Lagos	₦ 1,500,000	0.0	0.0	0.0
378	Onipan Ikorodu Road(ilupeju) Ilupeju Lagos	₦ 600,000	1.0	1.0	1.0
379	Onipanu Shomolu Lagos	₦ 600,000	0.0	0.0	0.0
380	Morocco Fola Agoro Yaba Lagos	₦ 600,000	1.0	1.0	1.0
381	Onipan Shomolu Lagos	₦ 1,000,000	1.0	1.0	2.0
382	Onipanu Shomolu Lagos	₦ 1,000,000	1.0	1.0	2.0
383	Onipanu Shomolu Lagos	₦ 600,000	1.0	1.0	1.0
384	Morrocco Shomolu Lagos	₦ 1,300,000	1.0	1.0	2.0
385	Yaba ,lagos Yaba Lagos	₦ 750,000	0.0	0.0	0.0
386	Alagomeji Yaba Lagos	₦ 1,300,000	1.0	1.0	1.0
387	Jibowu Yaba Lagos	₦ 500,000	1.0	1.0	1.0
388	Fola Agoro Yaba Lagos	₦ 600,000	1.0	1.0	1.0
389	Alagomeji, Yaba, Lagos. Alagomeji Yaba Lagos	₦ 700,000	0.0	0.0	0.0
390	Off Herbert Macaulay Way, Yaba, Lagos Yaba Lagos	₦ 2,000,000	2.0	3.0	3.0
391	Alagomeji Sabo, Yaba Lagos	₦ 2,500,000	2.0	2.0	2.0
392	Off Pedro Road Ladilak Palmgroove Shomolu Lagos	₦ 400,000	0.0	0.0	0.0
393	Alausa Ikeja Lagos	₦ 600,000	0.0	0.0	0.0
394	Victoria Island Lagos	₦ 15,000,000	3.0	3.0	0.0
395	Akoka Yaba Lagos	₦ 400,000	0.0	0.0	0.0
396	Ilaje Bariga Lagos	₦ 500,000	1.0	1.0	1.0
397	Ilaje Bariga Lagos	₦ 500,000	1.0	1.0	1.0
398	Ikoyi Lagos	₦ 13,000,000	3.0	3.0	0.0
399	Orchid Road Eleganza Bustop Lekki Lagos Lekki Lagos	₦ 900,000	0.0	1.0	1.0
400	Ilaje Ajah Lagos	₦ 2,500,000	3.0	3.0	0.0
401	Lekki Phase 1 Lekki Lagos	₦ 7,000,000	3.0	3.0	4.0
402	Ogombo Ajah Lagos	₦ 1,200,000	2.0	2.0	3.0
403	Jibowu Yaba Lagos	₦ 1,000,000	1.0	1.0	1.0
404	Alagomeji Yaba Lagos	₦ 1,400,000	1.0	1.0	2.0
405	Morocco Shomolu Lagos	₦ 1,000,000	1.0	1.0	2.0
406	Orchid Road Eleganza Bustop Lekki Phase 2 Lekki Lagos	₦ 1,600,000	0.0	1.0	1.0
407	Abule Ijesha Abule Ijesha Yaba Lagos	₦ 600,000	1.0	1.0	1.0
408	Fadeyi Jibowu Yaba Lagos	₦ 600,000	0.0	1.0	1.0
409	Onipanu Shomolu Lagos	₦ 600,000	0.0	1.0	1.0
410	Alagomeji Yaba Lagos	₦ 700,000	0.0	0.0	0.0
411	Jibowu Yaba Lagos	₦ 500,000	0.0	1.0	1.0
412	Fadeyi Jibowu Yaba Lagos	₦ 500,000	0.0	1.0	1.0
413	Pedro Palmgroove Shomolu Lagos	₦ 550,000	0.0	0.0	0.0
414	Adekunle Yaba Lagos	₦ 2,500,000	2.0	2.0	3.0
415	Bajulaiye Shomolu Lagos	₦ 500,000	0.0	1.0	1.0
416	Central Ikoyi Ikoyi Lagos	$ 99,500	4.0	4.0	4.0
417	Morocco Shomolu Lagos	₦ 600,000	1.0	1.0	1.0
418	Off Olateju Olateju Mushin Lagos	₦ 300,000	0.0	0.0	0.0
419	Abule Ijesha Abule Oja Yaba Lagos	₦ 600,000	0.0	1.0	1.0
420	Bajulaiye Bariga Shomolu Lagos	₦ 500,000	0.0	1.0	1.0
421	Royal Pine Estate Orchid Road Eleganza Bustop Lekki Phase 2 Lekki Lagos	₦ 750,000	0.0	1.0	1.0
422	Victoria Bay Estate Orchid Road Eleganza Bustop Lekki Lagos Lekki Lagos	₦ 1,600,000	0.0	1.0	1.0
423	Off Yaba Lagos	₦ 750,000	1.0	1.0	1.0
424	Dpkay Estate, Orchid Road Eleganza Bustop Lekki Phase 2 Lekki Lagos	₦ 1,800,000	0.0	1.0	1.0
425	Victoria Bay Estate Orchid Road Eleganza Bustop Lekki Phase 2 Lekki Lagos	₦ 1,700,000	0.0	1.0	1.0
426	Osborne Foreshore Estate Ikoyi Lagos	₦ 13,500,000	4.0	4.0	4.0
427	Yaba Lagos	₦ 1,200,000	1.0	0.0	2.0
428	Morocco Shomolu Lagos	₦ 1,000,000	1.0	1.0	2.0
429	Fadeyi Jibowu Yaba Lagos	₦ 500,000	0.0	1.0	1.0
430	Spring Bay Estate Ikate Elegushi Lekki Lagos	₦ 2,500,000	0.0	1.0	1.0
431	Akoka Yaba Lagos	₦ 800,000	0.0	0.0	0.0
432	Palmgroove Shomolu Lagos	₦ 400,000	0.0	0.0	0.0
433	Fola Agoro Yaba Lagos	₦ 900,000	1.0	1.0	2.0
434	Victoria Bay Estate Orchid Lekki Lagos	₦ 1,100,000	1.0	1.0	1.0
435	Akoka Yaba Lagos	₦ 700,000	0.0	0.0	0.0
436	Jibowu Yaba Lagos	₦ 900,000	1.0	0.0	0.0
437	Justice Court, Spg Road Ologolo Lekki Lagos Ologolo Lekki Lagos	₦ 1,200,000	0.0	1.0	1.0
438	Victoria Island Victoria Island Lagos	₦ 12,000,000	3.0	3.0	4.0
439	Conservation Road, Opposite Chevron Lekki Phase 2 Lekki Lagos	₦ 1,600,000	0.0	1.0	1.0
440	Orchid Road Eleganza Bustop Lekki Phase 2 Lekki Lagos	₦ 1,600,000	0.0	1.0	1.0
441	Palmgroove Ikorodu Road(ilupeju) Ilupeju Lagos	₦ 2,000,000	2.0	2.0	3.0
442	Off Herbert Macaulay Way Yaba Lagos	₦ 1,800,000	3.0	3.0	4.0
443	Dpkay Estate Orchid Lekki Lagos	₦ 1,500,000	1.0	1.0	1.0
444	Off Herbert Macaulay Way Yaba Lagos	₦ 3,400,000	3.0	3.0	4.0
445	Orchid Road Eleganza Bustop Lekki Lagos Lekki Phase 2 Lekki Lagos	₦ 1,300,000	0.0	1.0	1.0
446	Ologolo Lekki Lagos	₦ 3,000,000	3.0	3.0	
447	Oniru Victoria Island Lagos	₦ 15,000,000	3.0	3.0	4.0
448	Anu Crescent Badore Ajah Lagos	₦ 700,000	1.0	0.0	0.0
449	Fadeyi Jibowu Yaba Lagos	₦ 500,000		1.0	1.0
450	Chevron Lekki Lagos	₦ 800,000	1.0	1.0	1.0
451	Yaba Lagos	₦ 800,000	0.0	0.0	0.0
452	Lekki Conservation Road, Lekki Phase 2 Lekki Lagos	₦ 1,500,000	1.0	1.0	2.0
453	Springbay Estate, Ikate Elegushi Lekki Lagos	₦ 1,800,000	0.0	1.0	1.0
454	Morocco Shomolu Lagos	₦ 1,000,000	1.0	1.0	2.0
455	Ebute Meta Adekunle Yaba Lagos	₦ 600,000	1.0	1.0	1.0
456	Abule Ijesha Yaba Lagos	₦ 650,000	1.0	1.0	1.0
457	Cement Close To Ikeja Mangoro Ikeja Lagos	₦ 1,000,000			
458	Palmgroove, Ikorodu Road(ilupeju) Ilupeju Lagos	₦ 400,000	0.0	0.0	0.0
459	Palm Spring Road, Salem Bustop Ilasan Lekki Lagos	₦ 3,500,000	2.0	2.0	3.0
460	Marple Signature, Orchid Road Eleganza Bustop Lekki Phase 2 Lekki Lagos	₦ 1,200,000	0.0	1.0	1.0
461	Orchid Road Eleganza Bustop Lekki Phase 2 Lekki Lagos	₦ 850,000	0.0	1.0	1.0
462	Chevy View Estate, Chevron Drive Lekki Lagos	₦ 1,500,000	0.0	1.0	1.0
463	Orchid Road Eleganza Bustop Lekki Phase 2 Lekki Lagos	₦ 800,000	0.0	1.0	1.0
464	Royal Pine Estate Orchid Road Eleganza Bustop Lekki Lekki Phase 2 Lekki Lagos	₦ 900,000	0.0	1.0	1.0
465	Spring Bay Estate, Elegushi Ikate Lekki Lagos	₦ 2,500,000	0.0	1.0	1.0
466	Morocco Shomolu Lagos	₦ 600,000	1.0	1.0	1.0
467	Morocco Shomolu Lagos	₦ 600,000	1.0	1.0	1.0
468	Ikoyi Ikoyi Lagos	₦ 25,000,000	4.0	4.0	4.0
469	Morroco Jibowu Yaba Lagos	₦ 650,000	0.0	0.0	0.0
470	Orchid Raod Lekki Lagos	₦ 1,500,000	0.0	0.0	0.0
471	Chevy View Estate Lekki Lagos	₦ 1,200,000			
472	Royal Pan Orchid Lekki Lagos	₦ 900,000			
473	Yaba Lagos	₦ 600,000	0.0	0.0	0.0
474	Yaba Lagos	₦ 2,000,000	0.0	0.0	0.0
475	Abule Ijesha Abule Ijesha Yaba Lagos	₦ 600,000	1.0	1.0	1.0
476	Abule Ijesha Yaba Lagos	₦ 500,000	0.0	1.0	1.0
477	Onipanu Shomolu Lagos	₦ 900,000	1.0	1.0	1.0
478	Bashorun Apampa, Jericho Gra Ibadan Oyo	₦ 90,000,000	4.0	4.0	5.0
479	Marple Signature Estate Orchid Road Eleganza Bustop Lekki Phase 2 Lekki Lagos	₦ 1,600,000	0.0	1.0	1.0
480	Fola Agoro Yaba Lagos	₦ 600,000	1.0	1.0	1.0
481	Onipan Shomolu Lagos	₦ 1,000,000	1.0	1.0	2.0
482	Ilaje Bariga Shomolu Lagos	₦ 500,000	1.0	1.0	1.0
483	Bariga Shomolu Lagos	₦ 750,000	1.0	1.0	2.0
484	Ilaje Bariga Shomolu Lagos	₦ 550,000	1.0	1.0	1.0
485	Pedro Palmgroove Shomolu Lagos	₦ 1,200,000	1.0	1.0	2.0
486	Idado Estate Igbo Efon Bustop Lekki Lagos	₦ 3,500,000	3.0	3.0	4.0
487	Fadeyi Jibowu Yaba Lagos	₦ 500,000	0.0	1.0	1.0
488	Southern View Estate, Lekki Phase 2 Lekki Lagos	₦ 2,500,000	2.0	2.0	3.0
489	Alagomeji Yaba Lagos	₦ 400,000	0.0	0.0	0.0
490	Onipan Shomolu Lagos	₦ 850,000	1.0	1.0	2.0
491	Ikoyi Lagos	₦ 40,000,000	3.0	3.0	0.0
492	Ilaje Bariga Shomolu Lagos	₦ 550,000	1.0	1.0	1.0
493	Pedro Palmgroove Shomolu Lagos	₦ 600,000	0.0	0.0	0.0
494	Akoka Akoka Yaba Lagos	₦ 500,000	0.0	1.0	1.0
495	Off Herbert Macaulay Way, Yaba ,lagos Yaba Lagos	₦ 1,200,000	1.0	1.0	1.0
496	Abule Oja Abule Oja Yaba Lagos	₦ 500,000	0.0	0.0	0.0
497	Jibowu Yaba Lagos	₦ 500,000	0.0	1.0	1.0
498	Onike Sabo Yaba Lagos	₦ 800,000	0.0	0.0	0.0
499	Oral Extension, Lekki Lagos	₦ 320,000	0.0	1.0	1.0
500	Jibowu Yaba Lagos	₦ 450,000	1.0	1.0	1.0
501	Osapa London Lekki Lagos	₦ 4,500,000	1.0	1.0	2.0
502	Chevron Lekki Lagos	₦ 5,000,000	3.0	3.0	0.0
503	Alagomeji Yaba Lagos	₦ 1,500,000	1.0	2.0	2.0
504	Idado Lekki Lagos	₦ 2,000,000	0.0	0.0	0.0
505	Onipanu Shomolu Lagos	₦ 600,000	0.0	1.0	1.0
506	Alagomeji Yaba Lagos	₦ 600,000	1.0	1.0	1.0
507	Off Herbert Macaulay Way, Yaba Lagos	₦ 2,500,000	2.0	0.0	0.0
508	Off Herbert Macaulay Way, Adekunle Yaba Lagos	₦ 700,000	0.0	0.0	0.0
509	Pedro Palmgroove Shomolu Lagos	₦ 1,500,000	3.0	2.0	2.0
510	Off Herbert Macaulay Way, Yaba Lagos	₦ 700,000	0.0	0.0	0.0
511	Monica Court, Royal Pine Gate 1 Orchid Road Eleganza Bustop Lekki Lagos Lekki Phase 2 Lekki Lagos	₦ 700,000	0.0	1.0	1.0
512	Ilasan Lekki Lagos	₦ 1,300,000	0.0	0.0	0.0
513	Onigbongbo Maryland Lagos	₦ 1,200,000	1.0	1.0	2.0
514	Bajulaiye Bariga Shomolu Lagos	₦ 500,000	0.0	1.0	1.0
515	Yaba Lagos	₦ 650,000	0.0	0.0	0.0
516	Bajulaiye, Shomolu Lagos	₦ 500,000	0.0	1.0	1.0
517	Fola Agoro Fola Agoro Yaba Lagos	₦ 500,000	0.0	0.0	0.0
518	Ilasan Lekki Lagos	₦ 2,000,000	0.0	0.0	0.0
519	Royal Palmwill Estate Badore Ajah Lagos	₦ 1,300,000	2.0	3.0	0.0
520	Royal Pine Estate Orchid Chevron Lekki Lagos	₦ 800,000	1.0	1.0	1.0
521	Ikate Lekki Lagos	₦ 2,500,000	0.0	0.0	0.0
522	Alagomeji Sabo, Yaba, Lagos Yaba Lagos	₦ 1,000,000	1.0	1.0	2.0
523	Morocco Fola Agoro Yaba Lagos	₦ 1,000,000	1.0	1.0	2.0
524	Yaba Lagos	₦ 800,000	0.0	0.0	0.0
525	Pedro Palmgroove Shomolu Lagos	₦ 1,200,000	1.0	1.0	1.0
526	Chevron Lekki Lagos	₦ 3,700,000	2.0	2.0	3.0
527	Akoka, Yaba Lagos	₦ 400,000	0.0	0.0	0.0
528	Odunlade Shomolu Lagos	₦ 850,000	1.0	1.0	2.0
529	Onipaan Shomolu Lagos	₦ 900,000	1.0	1.0	2.0
530	Aerodrome Gra Samonda Ibadan Oyo	₦ 190,000,000	5.0	5.0	6.0
531	Waec Jibowu Yaba Lagos	₦ 600,000	0.0	1.0	1.0
532	Yaba Lagos	₦ 650,000	0.0	0.0	0.0
533	Bariga Bariga Shomolu Lagos	₦ 450,000	0.0	0.0	0.0
534	Yaba Lagos	₦ 700,000	0.0	0.0	0.0
535	Fadeyi Jibowu Yaba Lagos	₦ 50,000	1.0	1.0	1.0
536	Pedro Palmgroove Shomolu Lagos	₦ 1,200,000	1.0	1.0	1.0
537	Off Pedro Road Palmgroove Shomolu Lagos	₦ 550,000	0.0	0.0	0.0
538	Chevron Lekki Lagos	₦ 3,000,000	3.0	3.0	4.0
539	Acme Agidingbi Ikeja Lagos	₦ 800,000	0.0	0.0	0.0
540	Onipanu Shomolu Lagos	₦ 500,000	0.0	1.0	1.0
541	Sangotedo Ajah Lagos	₦ 800,000	1.0	0.0	0.0
542	Onipanu Shomolu Lagos	₦ 600,000	0.0	1.0	1.0
543	Pedro Palmgroove Shomolu Lagos	₦ 600,000	0.0	0.0	0.0
544	Alagomeji Yaba Lagos	₦ 1,400,000	1.0	1.0	2.0
545	Victoria Bay Estate Orchid Lekki Lagos	₦ 1,100,000	1.0	1.0	1.0
546	Alagomeji Sabo Yaba Lagos	₦ 1,200,000	1.0	1.0	2.0
547	Ebute Meta Adekunle Yaba Lagos	₦ 2,000,000	2.0	2.0	3.0
548	Fola Agoro Yaba Lagos	₦ 1,000,000	1.0	1.0	1.0
549	Close To Ozone Cinemas, Sabo, Yaba, Lagos. Sabo Yaba Lagos	₦ 1,700,000	2.0	2.0	3.0
550	Fadeyi Jibowu Yaba Lagos	₦ 500,000	0.0	1.0	1.0
551	Alagomeji Sabo Yaba Lagos	₦ 1,700,000	2.0	2.0	3.0
552	Ilaje Bariga Shomolu Lagos	₦ 600,000	0.0	0.0	0.0
553	Ebute Metta Adekunle Yaba Lagos	₦ 2,000,000	2.0	2.0	3.0
554	Jibowu Yaba Lagos	₦ 1,000,000	1.0	1.0	1.0
555	Morocco Shomolu Lagos	₦ 600,000	1.0	1.0	1.0
556	Onipanu Shomolu Lagos	₦ 500,000	0.0	1.0	1.0
557	Alagomeji Yaba Lagos	₦ 900,000	0.0	0.0	0.0
558	Fadeyi Jibowu Yaba Lagos	₦ 50,000	0.0	1.0	1.0
559	Chevy View Estate, Chevron Lekki Lagos	₦ 1,200,000	0.0	0.0	0.0
560	Jibowu Yaba Lagos	₦ 500,000	1.0	1.0	1.0
561	Adekunle Adekunle Yaba Lagos	₦ 600,000	1.0	1.0	1.0
562	Alagomeji Yaba Lagos	₦ 600,000	1.0	1.0	1.0
563	Palmgroove Ikorodu Road(ilupeju) Ilupeju Lagos	₦ 1,500,000	1.0	1.0	2.0
564	Ikate Lekki Lagos	₦ 8,500,000	2.0	2.0	0.0
565	Victoria Island Lagos	₦ 8,000,000	3.0	3.0	0.0
566	Onipanu Shomolu Shomolu Lagos	₦ 600,000	0.0	1.0	1.0
567	Jibowu Yaba Lagos	₦ 500,000	1.0	1.0	1.0
568	Morocco Shomolu Lagos	₦ 1,000,000	1.0	1.0	2.0
569	Onipan Shomolu Lagos	₦ 1,000,000	1.0	1.0	1.0
570	Morocco Shomolu Lagos	₦ 1,200,000	1.0	1.0	1.0
571	Onipan Shomolu Lagos	₦ 1,200,000	1.0	1.0	2.0
572	Royal Pine Estate Orchid Chevron Lekki Lagos	₦ 800,000	1.0	1.0	1.0
573	Yaba Lagos	₦ 700,000	0.0	0.0	0.0
574	Yaba Lagos	₦ 750,000	0.0	0.0	0.0
575	Onike Yaba Lagos	₦ 700,000	0.0	1.0	1.0
576	Onipanu Shomolu Lagos	₦ 500,000	0.0	1.0	1.0
577	Ilaje Shomolu Lagos	₦ 550,000	0.0	1.0	1.0
578	Abule Ijesha Abule Oja Yaba Lagos	₦ 600,000	0.0	1.0	1.0
579	Onipanu Shomolu Lagos	₦ 600,000	0.0	1.0	1.0
580	Onipanu Shomolu Lagos	₦ 600,000	0.0	1.0	1.0
581	Fadeyi Jibowu Yaba Lagos	₦ 50,000	0.0	1.0	1.0
582	Royal Pine Estate Orchid Chevron Lekki Lagos	₦ 800,000	1.0	1.0	1.0
583	Onipanu Shomolu Lagos	₦ 600,000	0.0	1.0	1.0
584	Waec, Jibowu Yaba Lagos	₦ 600,000	0.0	1.0	1.0
585	Abule Oja Abule Ijesha Yaba Lagos	₦ 600,000	1.0	1.0	2.0
586	Morrocco Shomolu Lagos	₦ 600,000	1.0	1.0	1.0
587	Onipan Shomolu Lagos	₦ 900,000	1.0	1.0	2.0
588	Onipan Shomolu Lagos	₦ 1,000,000	1.0	1.0	2.0
589	Morocco Shomolu Lagos	₦ 1,200,000	1.0	1.0	1.0
590	Alagomeji Yaba Lagos	₦ 1,400,000	1.0	1.0	2.0
591	Onipanu Shomolu Lagos	₦ 1,000,000	1.0	1.0	2.0
592	Ikoyi Lagos	₦ 15,000,000	3.0	3.0	4.0
593	Ikoyi Lagos	₦ 15,000,000	3.0	3.0	4.0
594	Banana Island Ikoyi Lagos	₦ 18,000,000	3.0	3.0	4.0
595	Ikoyi Lagos	₦ 10,000,000	3.0	3.0	4.0
596	Orchid Road Lekki Lagos	₦ 1,500,000	0.0	0.0	0.0
597	Grace Field Court Orchid Road Eleganza Bus Stop, Phase 2 Lekki Lagos	₦ 900,000	0.0	1.0	1.0
598	Victoria Bay Estate Orchid Road Eleganza Bus Stop, Phase 2 Lekki Lagos	₦ 950,000	0.0	1.0	1.0
599	Metroloft Court, Orchid Road Eleganza Bustop Lekki Phase 2 Lekki Lagos	₦ 1,700,000	0.0	1.0	1.0
600	Springbay Estate Ikate Lekki Lagos	₦ 3,000,000	0.0	1.0	1.0
601	Abule Ijesha Yaba Lagos	₦ 500,000	0.0	0.0	0.0
602	Pedro Palmgroove Shomolu Lagos	₦ 650,000	0.0	0.0	0.0
603	Agungi Lekki Lagos	₦ 1,100,000	0.0	0.0	0.0
604	Town Planning Way Ilupeju Lagos	₦ 2,500,000	2.0	2.0	3.0
605	Lekki Conservation Road Opposite Chevron Lekki Phase 2 Lekki Lagos	₦ 900,000	0.0	1.0	1.0
606	Jibowu Jibowu Yaba Lagos	₦ 500,000	0.0	1.0	1.0
607	Akoka Yaba Lagos	₦ 500,000	0.0	1.0	1.0
608	Banana Island Ikoyi Lagos	₦ 15,000,000	2.0	2.0	0.0
609	Ebute Metta, Adekunle Yaba Lagos	₦ 600,000	0.0	1.0	1.0
610	Onipan Shomolu Lagos	₦ 600,000	1.0	1.0	1.0
611	Pedro Palmgroove Shomolu Lagos	₦ 1,500,000	3.0	2.0	2.0
612	Yaba Lagos	₦ 600,000	0.0	0.0	0.0
613	Morrocco Shomolu Lagos	₦ 600,000	1.0	1.0	1.0
614	Akoka Yaba Lagos	₦ 600,000	0.0	1.0	1.0
615	Dpkay Estate, Orchid Road Eleganza Bustop Lekki Phase 2 Lekki Lagos	₦ 950,000	0.0	1.0	1.0
616	Yaba Lagos	₦ 350,000	0.0	0.0	0.0
617	Roxbury Estate, Ikota Lekki Lagos	₦ 900,000		1.0	1.0
618	Alagomeji Yaba Lagos	₦ 700,000	0.0	0.0	0.0
619	Valleyview Estate, Ebute Ikorodu Lagos	₦ 1,200,000	2.0	3.0	3.0
620	Off Herbert Macaulay Way, Yaba, Lagos Yaba Lagos	₦ 3,000,000	3.0	3.0	3.0
621	Yaba Lagos	₦ 400,000	0.0	0.0	0.0
622	Osapa London Lekki Lagos	₦ 3,000,000	0.0	1.0	1.0
623	Onipanu Shomolu Lagos	₦ 500,000	0.0	0.0	0.0
624	Old Ikoyi Ikoyi Lagos	₦ 22,000,000	4.0	4.0	4.0
625	Off Pedro Road Palmgroove Shomolu Lagos	₦ 550,000	0.0	0.0	0.0
626	Millenuim Ups Gbagada Lagos	₦ 3,500,000	3.0	0.0	0.0
627	Abule Oja Abule Ijesha Yaba Lagos	₦ 500,000	0.0	1.0	1.0
628	Bajulaye Onipanu Shomolu Lagos	₦ 450,000	0.0	0.0	0.0
629	Victoria Bay Estate Orchid Lekki Lagos	₦ 800,000	1.0	1.0	1.0
630	Ikate Lekki Lagos	₦ 3,500,000	3.0	3.0	3.0
631	Abule Oja Abule Ijesha Yaba Lagos	₦ 600,000	1.0	1.0	1.0
632	Abule Ijesha Abule Oja Yaba Lagos	₦ 600,000	0.0	1.0	1.0
633	Fadeyi Jibowu Yaba Lagos	₦ 500,000	0.0	1.0	1.0
634	Parkview Estate Parkview Estate Ikoyi Lagos	₦ 660,000,000	6.0	6.0	7.0
635	Chevy View Estate, Lekki Lagos	₦ 1,400,000	0.0	0.0	0.0
636	Royal Pine Estate Orchid Road Eleganza Bustop Lekki Phase 2 Lekki Lagos	₦ 900,000	0.0	1.0	1.0
637	Ebute Metta Adekunle Yaba Lagos	₦ 1,500,000	2.0	2.0	3.0
638	Yaba Lagos	₦ 800,000	1.0	1.0	1.0
639	Adekunle Alagomeji Yaba Lagos	₦ 1,300,000	1.0	1.0	1.0
640	Adekunle Alagomeji Yaba Lagos	₦ 1,400,000	1.0	1.0	2.0
641	Royal Pine Estate Orchid Road Eleganza Bustop Lekki Lagos Lekki Phase 2 Lekki Lagos	₦ 750,000		1.0	1.0
642	Chsico, Ikate Lekki Lagos	₦ 1,500,000	0.0	1.0	1.0
643	Pedro Palmgroove Shomolu Lagos	₦ 1,200,000	1.0	1.0	2.0
644	Yaba Lagos	₦ 2,500,000	2.0	2.0	3.0
645	Monica Court Orchid Road Eleganza Bustop Lekki Phase 2 Lekki Lagos	₦ 1,600,000	0.0	1.0	1.0
646	Alagomeji Yaba Lagos	₦ 3,500,000	3.0	4.0	4.0
647	Salem, Ikate Lekki Lagos	₦ 1,500,000	0.0	1.0	1.0
648	Elepe Royal Estate, Ikorodu Lagos	₦ 600,000	1.0	2.0	2.0
649	Yaba Lagos	₦ 700,000	0.0	0.0	0.0
650	Fadeyi Jibowu Yaba Lagos	₦ 50,000	1.0	1.0	1.0
651	Off Herbert Macaulay Way, Yaba, Lagos Yaba Lagos	₦ 1,000,000	1.0	1.0	2.0
652	Palmgroove Ikorodu Road(ilupeju) Ilupeju Lagos	₦ 2,000,000	2.0	3.0	3.0
653	Ikota Villa Lekki Lagos	₦ 900,000	0.0	0.0	0.0
